           tauB                     NinLC                      phiL          
          21.20                     45682                    0.70572         
          21.30                     41323                    0.71584         
          21.40                     41146                    0.71763         
          21.50                     40630                    0.71798         
          21.60                     41137                    0.71288         
          21.70                     38711                    0.71979         
          21.80                     42560                    0.70791         
          21.90                     41835                    0.71195         
          22.00                     42913                    0.70414         
          22.10                     46180                    0.69632         
          22.20                     46608                    0.69222         
          22.30                     46666                    0.68831         
          22.40                     42137                    0.69457         
          22.50                     40373                    0.69375         
          22.60                     42385                    0.68993         
          22.70                     46492                    0.68242         
          22.80                     41482                    0.69131         
          22.90                     45799                    0.68356         
          23.00                     37068                    0.69770         
          23.10                     35768                    0.69840         
          23.20                     38045                    0.68997         
          23.30                     43241                    0.67731         
          23.40                     43669                    0.66721         
          23.50                     47755                    0.66278         
          23.60                     43427                    0.66661         
          23.70                     43783                    0.66674         
          23.80                     48904                    0.65498         
          23.90                     49858                    0.65070         
          24.00                     53257                    0.64857         
          24.10                     39572                    0.66139         
          24.20                     40951                    0.65818         
          24.30                     51547                    0.64965         
          24.40                     45123                    0.65505         
          24.50                     28488                    0.65649         
          24.60                     47510                    0.65025         
          24.70                     53630                    0.64357         
          24.80                     41246                    0.65660         
          24.90                     50453                    0.64771         
          25.00                     47462                    0.64896         
          25.10                     45593                    0.64740         
          25.20                     52200                    0.64408         
          25.30                     50568                    0.64550         
          25.40                     52698                    0.64670         
          25.50                     47394                    0.64726         
          25.60                     48115                    0.65026         
          25.70                     44495                    0.64926         
          25.80                     43855                    0.64965         
          25.90                     46802                    0.64620         
          26.00                     51154                    0.63849         
          26.10                     45687                    0.63947         
          26.20                     52635                    0.64054         
          26.30                     42618                    0.64445         
          26.40                     53137                    0.63932         
          26.50                     59994                    0.63468         
          26.60                     57199                    0.63534         
          26.70                     58613                    0.63379         
          26.80                     52120                    0.63672         
          26.90                     57614                    0.63383         
          27.00                     38068                    0.64800         
          27.10                     54219                    0.63792         
          27.20                     21658                    0.62714         
          27.30                     53317                    0.63806         
          27.40                     56401                    0.63498         
          27.50                     55802                    0.63576         
          27.60                     22947                    0.64635         
          27.70                     46489                    0.64044         
          27.80                     54067                    0.63304         
          27.90                     52740                    0.63225         
          28.00                     23452                    0.63344         
          28.10                     50352                    0.63317         
          28.20                     56010                    0.63111         
          28.30                     33369                    0.63784         
          28.40                     37960                    0.63407         
          28.50                     47441                    0.63459         
          28.60                     26754                    0.63219         
          28.70                     54476                    0.63173         
          28.80                     56918                    0.63191         
          28.90                     49204                    0.63153         
          29.00                     51078                    0.63264         
          29.10                     35293                    0.62079         
          29.20                     34279                    0.62999         
          29.30                     48576                    0.63143         
          29.40                     50778                    0.62948         
          29.50                     50763                    0.62929         
          29.60                     26264                    0.63326         
          29.70                     46802                    0.63141         
          29.80                     50737                    0.63160         
          29.90                     48830                    0.63380         
          30.00                     51638                    0.63341         
          30.10                     49723                    0.63259         
          30.20                     30091                    0.63734         
          30.30                     31797                    0.63849         
          30.40                     29058                    0.63652         
          30.50                     44384                    0.63022         
          30.60                     36303                    0.63529         
          30.70                     54169                    0.63180         
          30.80                     27025                    0.62677         
          30.90                     54080                    0.62674         
          31.00                     33443                    0.63506         
          31.10                     32260                    0.63177         
          31.20                     44423                    0.63595         
          31.30                     18507                    0.63353         
          31.40                     31877                    0.62564         
          31.50                     40384                    0.63810         
          31.60                     52202                    0.63250         
          31.70                     41754                    0.63607         
          31.80                     54236                    0.62912         
          31.90                     54906                    0.63206         
          32.00                     55412                    0.63083         
          32.10                     54673                    0.63015         
          32.20                     56436                    0.62883         
          32.30                     16075                    0.63270         
          32.40                     29452                    0.62714         
          32.50                     39068                    0.62854         
          32.60                     60795                    0.62613         
          32.70                     50898                    0.62698         
          32.80                     55778                    0.62776         
          32.90                     54034                    0.62648         
          33.00                     47851                    0.63004         
          33.10                     57398                    0.62845         
          33.20                     48822                    0.62863         
          33.30                     56071                    0.62750         
          33.40                     27628                    0.63108         
          33.50                     54431                    0.62593         
          33.60                     22550                    0.62975         
          33.70                     49719                    0.62877         
          33.80                     35856                    0.62556         
          33.90                     58497                    0.62756         
          34.00                     20121                    0.63035         
          34.10                     35552                    0.63430         
          34.20                     27306                    0.62812         
          34.30                     37856                    0.63906         
          34.40                     50255                    0.62704         
          34.50                     31042                    0.62604         
          34.60                     48488                    0.63102         
          34.70                     37379                    0.63844         
          34.80                     45022                    0.63467         
          34.90                     33990                    0.62760         
          35.00                     33082                    0.63058         
          35.10                     26129                    0.63424         
          35.20                     38436                    0.63598         
          35.30                     22077                    0.62237         
          35.40                     29187                    0.63449         
          35.50                     41761                    0.63430         
          35.60                     26184                    0.63035         
          35.70                     49704                    0.62632         
          35.80                     44419                    0.62605         
          35.90                     26336                    0.62905         
          36.00                     46228                    0.62616         
          36.10                     44165                    0.62536         
          36.20                     55632                    0.62533         
          36.30                     24894                    0.62675         
          36.40                     23749                    0.62586         
          36.50                     55307                    0.62365         
          36.60                     53442                    0.62674         
          36.70                     18977                    0.62143         
          36.80                     53857                    0.62580         
          36.90                     43998                    0.62962         
          37.00                     21281                    0.64085         
          37.10                     41662                    0.63302         
          37.20                     53140                    0.62722         
          37.30                     49073                    0.62884         
          37.40                     51218                    0.62872         
          37.50                     13436                    0.63278         
          37.60                     52265                    0.62936         
          37.70                     37435                    0.63292         
          37.80                     48170                    0.63080         
          37.90                     37075                    0.63274         
          38.00                     42275                    0.62787         
          38.10                     39738                    0.62841         
          38.20                     43646                    0.63086         
          38.30                     51315                    0.62896         
          38.40                     46556                    0.63009         
          38.50                     40406                    0.63122         
          38.60                     26230                    0.63011         
          38.70                     21360                    0.62488         
          38.80                     46880                    0.63190         
          38.90                     45045                    0.63136         
          39.00                     48819                    0.62570         
          39.10                     44564                    0.62434         
          39.20                     30267                    0.62751         
          39.30                     18340                    0.62623         
          39.40                     43950                    0.62853         
          39.50                     40103                    0.62685         
          39.60                     23087                    0.62650         
          39.70                     49448                    0.62694         
          39.80                     35227                    0.62476         
          39.90                     38523                    0.63389         
          40.00                     16492                    0.62624         
          40.10                     16876                    0.62493         
          40.20                     38986                    0.63321         
          40.30                     24607                    0.62642         
          40.40                     36683                    0.62855         
          40.50                     29428                    0.62301         
          40.60                     43457                    0.62774         
          40.70                     32203                    0.62198         
          40.80                     41680                    0.62226         
          40.90                     35207                    0.62552         
          41.00                     21826                    0.61999         
          41.10                     18353                    0.61589         
          41.20                     28500                    0.62688         
          41.30                     37719                    0.62072         
          41.40                     43877                    0.62483         
          41.50                     20027                    0.62945         
          41.60                     33807                    0.62380         
          41.70                     32526                    0.62452         
          41.80                     60050                    0.62158         
          41.90                     48576                    0.62337         
          42.00                     18704                    0.63391         
          42.10                     52701                    0.62442         
          42.20                     39426                    0.62721         
          42.30                     15755                    0.62879         
          42.40                     41135                    0.62582         
          42.50                     23586                    0.62552         
          42.60                     26281                    0.62507         
          42.70                     44903                    0.62494         
          42.80                     16702                    0.62937         
          42.90                     25624                    0.61840         
          43.00                     24470                    0.62579         
          43.10                     20289                    0.62570         
          43.20                     35837                    0.62429         
          43.30                     39442                    0.62167         
          43.40                     31774                    0.62608         
          43.50                     29239                    0.62241         
          43.60                     47603                    0.62647         
          43.70                     41347                    0.62644         
          43.80                     50302                    0.62694         
          43.90                     50393                    0.62547         
          44.00                     60272                    0.62316         
          44.10                     24000                    0.62596         
          44.20                     21673                    0.62402         
          44.30                     33287                    0.62204         
          44.40                     44521                    0.62206         
          44.50                     35745                    0.62440         
          44.60                     41860                    0.62771         
          44.70                     36887                    0.62962         
          44.80                     41565                    0.62883         
          44.90                     33083                    0.63211         
          45.00                     50201                    0.62407         
          45.10                     50137                    0.62688         
          45.20                     42835                    0.62495         
          45.30                     23481                    0.62547         
          45.40                     59921                    0.62452         
          45.50                     58807                    0.62393         
          45.60                     64488                    0.62008         
          45.70                     16242                    0.62293         
          45.80                     49771                    0.62732         
          45.90                     27796                    0.62754         
          46.00                     42196                    0.62548         
          46.10                     27140                    0.63380         
          46.20                     35841                    0.62493         
          46.30                     21167                    0.62330         
          46.40                     39143                    0.62793         
          46.50                     22438                    0.62561         
          46.60                     33142                    0.62627         
          46.70                     38562                    0.62353         
          46.80                     53913                    0.62306         
          46.90                     54870                    0.62303         
          47.00                     24267                    0.62760         
          47.10                     16979                    0.62961         
          47.20                     44884                    0.62500         
          47.30                     15269                    0.62586         
          47.40                     18915                    0.62266         
          47.50                     41303                    0.62246         
          47.60                     50375                    0.62272         
          47.70                     27911                    0.62268         
          47.80                     42882                    0.62125         
          47.90                     23868                    0.62402         
          48.00                     48193                    0.62563         
          48.10                     33358                    0.62864         
          48.20                     56230                    0.62445         
          48.30                     27991                    0.62170         
          48.40                     45962                    0.61879         
          48.50                     56326                    0.62141         
          48.60                     17459                    0.61931         
          48.70                     34404                    0.61918         
          48.80                     50293                    0.62242         
          48.90                     49567                    0.62212         
          49.00                     36474                    0.62005         
          49.10                     13549                    0.61766         
          49.20                     30519                    0.62354         
          49.30                     43144                    0.62263         
          49.40                     60025                    0.61908         
          49.50                     39476                    0.62345         
          49.60                     26747                    0.62427         
          49.70                     22616                    0.62606         
          49.80                     33193                    0.62370         
          49.90                     40550                    0.62626         
