           tauB                     NinLC                      phiL          
           8.90                     30806                    1.28028         
           9.00                     31156                    1.27099         
           9.10                     31331                    1.26570         
           9.20                     31761                    1.25453         
           9.30                     32270                    1.24327         
           9.40                     31387                    1.25967         
           9.50                     32861                    1.22821         
           9.60                     31731                    1.24811         
           9.70                     32211                    1.24157         
           9.80                     30587                    1.27505         
           9.90                     30411                    1.28264         
          10.00                     31557                    1.26103         
          10.10                     30698                    1.27796         
          10.20                     32626                    1.24153         
          10.30                     29337                    1.31152         
          10.40                     31908                    1.25580         
          10.50                     28857                    1.32505         
          10.60                     30626                    1.28187         
          10.70                     30715                    1.27233         
          10.80                     31259                    1.26187         
          10.90                     31840                    1.24562         
          11.00                     30374                    1.27435         
          11.10                     32571                    1.23028         
          11.20                     32537                    1.23288         
          11.30                     30991                    1.26594         
          11.40                     30147                    1.28442         
          11.50                     29991                    1.29118         
          11.60                     31275                    1.26099         
          11.70                     33877                    1.20829         
          11.80                     32082                    1.24002         
          11.90                     30647                    1.27113         
          12.00                     34779                    1.18742         
          12.10                     30224                    1.27378         
          12.20                     30847                    1.26117         
          12.30                     30001                    1.28357         
          12.40                     32512                    1.22772         
          12.50                     32798                    1.21543         
          12.60                     34457                    1.18356         
          12.70                     31325                    1.23995         
          12.80                     35492                    1.15709         
          12.90                     32676                    1.20444         
          13.00                     30339                    1.24989         
          13.10                     31637                    1.21734         
          13.20                     32998                    1.18485         
          13.30                     32455                    1.19118         
          13.40                     32619                    1.19260         
          13.50                     33190                    1.18398         
          13.60                     33755                    1.16963         
          13.70                     31196                    1.21406         
          13.80                     30330                    1.22908         
          13.90                     31636                    1.20155         
          14.00                     32007                    1.18840         
          14.10                     30865                    1.20971         
          14.20                     34034                    1.15244         
          14.30                     31139                    1.19971         
          14.40                     29936                    1.22199         
          14.50                     28633                    1.25030         
          14.60                     29802                    1.22654         
          14.70                     31876                    1.17874         
          14.80                     31976                    1.17362         
          14.90                     28096                    1.24770         
          15.00                     30739                    1.19236         
          15.10                     31525                    1.17691         
          15.20                     33580                    1.13932         
          15.30                     29948                    1.20224         
          15.40                     31846                    1.16061         
          15.50                     31516                    1.16555         
          15.60                     32396                    1.14476         
          15.70                     30904                    1.16690         
          15.80                     34848                    1.10104         
          15.90                     31114                    1.15799         
          16.00                     34754                    1.10094         
          16.10                     36722                    1.07370         
          16.20                     31738                    1.14678         
          16.30                     33326                    1.11850         
          16.40                     31440                    1.15042         
          16.50                     32101                    1.14078         
          16.60                     35085                    1.09160         
          16.70                     33087                    1.12100         
          16.80                     30557                    1.16346         
          16.90                     30611                    1.16185         
          17.00                     34046                    1.10149         
          17.10                     32108                    1.13362         
          17.20                     31321                    1.14655         
          17.30                     30638                    1.16109         
          17.40                     31573                    1.14643         
          17.50                     30463                    1.16769         
          17.60                     34867                    1.09476         
          17.70                     30311                    1.16864         
          17.80                     30424                    1.16217         
          17.90                     30908                    1.15281         
          18.00                     29607                    1.17592         
          18.10                     30113                    1.16565         
          18.20                     30973                    1.14707         
          18.30                     33065                    1.11047         
          18.40                     31388                    1.13560         
          18.50                     33773                    1.09593         
          18.60                     32172                    1.12022         
          18.70                     28174                    1.18804         
          18.80                     30697                    1.14099         
          18.90                     31937                    1.11961         
          19.00                     33081                    1.10074         
          19.10                     31910                    1.11724         
          19.20                     33950                    1.08237         
          19.30                     33254                    1.09271         
          19.40                     31570                    1.12319         
          19.50                     28615                    1.17480         
          19.60                     31729                    1.11627         
          19.70                     31940                    1.11357         
          19.80                     31419                    1.12328         
          19.90                     29261                    1.16139         
          20.00                     29277                    1.16212         
          20.10                     26988                    1.20664         
          20.20                     29003                    1.16057         
          20.30                     28746                    1.16234         
          20.40                     27983                    1.17303         
          20.50                     31793                    1.10340         
          20.60                     31988                    1.10132         
          20.70                     30928                    1.11493         
          20.80                     31509                    1.09911         
          20.90                     30829                    1.10315         
          21.00                     30658                    1.10461         
          21.10                     31341                    1.08938         
          21.20                     31086                    1.09815         
          21.30                     34302                    1.04802         
          21.40                     31048                    1.09616         
          21.50                     33513                    1.05757         
          21.60                     32361                    1.07288         
          21.70                     30971                    1.09191         
          21.80                     28287                    1.13863         
          21.90                     29771                    1.11021         
          22.00                     34285                    1.04187         
          22.10                     30198                    1.09799         
          22.20                     29133                    1.11143         
          22.30                     34794                    1.02594         
          22.40                     31059                    1.08145         
          22.50                     30270                    1.09263         
          22.60                     27424                    1.14443         
          22.70                     31369                    1.07928         
          22.80                     33434                    1.05029         
          22.90                     29282                    1.11836         
          23.00                     28649                    1.12690         
          23.10                     26689                    1.16946         
          23.20                     29009                    1.12518         
          23.30                     26946                    1.16613         
          23.40                     25652                    1.19827         
          23.50                     25329                    1.19880         
          23.60                     32265                    1.07310         
          23.70                     25935                    1.18866         
          23.80                     25283                    1.19486         
          23.90                     26403                    1.17660         
          24.00                     24930                    1.21334         
          24.10                     24361                    1.22390         
          24.20                     27155                    1.16146         
          24.30                     25950                    1.19085         
          24.40                     29763                    1.11244         
          24.50                     25490                    1.19520         
          24.60                     29223                    1.11556         
          24.70                     24576                    1.21900         
          24.80                     23931                    1.23573         
          24.90                     28587                    1.13214         
          25.00                     26994                    1.16036         
          25.10                     29528                    1.11215         
          25.20                     28387                    1.13435         
          25.30                     29593                    1.11127         
          25.40                     26676                    1.16549         
          25.50                     26368                    1.17288         
          25.60                     29656                    1.10412         
          25.70                     27121                    1.14939         
          25.80                     28731                    1.11450         
          25.90                     29413                    1.10289         
          26.00                     29326                    1.10393         
          26.10                     30184                    1.08511         
          26.20                     28306                    1.11904         
          26.30                     29037                    1.10371         
          26.40                     29964                    1.08158         
          26.50                     30713                    1.07151         
          26.60                     27573                    1.12548         
          26.70                     28179                    1.10983         
          26.80                     30844                    1.06632         
          26.90                     32143                    1.04263         
          27.00                     27588                    1.11535         
          27.10                     30766                    1.06283         
          27.20                     31474                    1.05886         
          27.30                     30373                    1.07207         
          27.40                     27533                    1.12167         
          27.50                     29185                    1.09188         
          27.60                     31837                    1.05185         
          27.70                     30749                    1.06496         
          27.80                     31811                    1.05055         
          27.90                     34136                    1.01803         
          28.00                     25840                    1.14917         
          28.10                     26200                    1.14015         
          28.20                     23450                    1.20137         
          28.30                     31019                    1.05543         
          28.40                     25958                    1.14999         
          28.50                     22746                    1.22375         
          28.60                     29669                    1.08436         
          28.70                     22423                    1.24087         
          28.80                     27677                    1.12117         
          28.90                     28400                    1.10478         
          29.00                     25857                    1.15893         
          29.10                     26425                    1.14615         
          29.20                     25270                    1.17657         
          29.30                     28439                    1.11164         
          29.40                     27235                    1.13234         
          29.50                     26736                    1.13569         
          29.60                     26784                    1.13142         
          29.70                     22596                    1.22516         
          29.80                     30468                    1.06035         
          29.90                     25729                    1.13955         
          30.00                     28157                    1.08979         
          30.10                     33559                    1.01031         
          30.20                     30814                    1.04735         
          30.30                     29295                    1.07198         
          30.40                     27396                    1.10652         
          30.50                     28174                    1.09001         
          30.60                     30090                    1.05087         
          30.70                     31982                    1.02818         
          30.80                     32959                    1.01701         
          30.90                     25478                    1.13204         
          31.00                     26279                    1.12132         
          31.10                     28888                    1.08061         
          31.20                     32348                    1.02552         
          31.30                     32741                    1.02029         
          31.40                     32345                    1.02460         
          31.50                     26888                    1.10617         
          31.60                     27552                    1.08650         
          31.70                     27816                    1.08291         
          31.80                     27156                    1.09309         
          31.90                     31758                    1.02509         
          32.00                     30303                    1.04716         
          32.10                     31740                    1.02643         
          32.20                     31366                    1.03425         
          32.30                     21611                    1.22336         
          32.40                     18346                    1.33309         
          32.50                     26094                    1.12249         
          32.60                     22241                    1.21308         
          32.70                     23200                    1.18407         
          32.80                     27983                    1.08365         
          32.90                     26534                    1.10382         
          33.00                     26810                    1.09184         
          33.10                     29161                    1.05018         
          33.20                     28359                    1.05632         
          33.30                     20016                    1.23810         
          33.40                     29686                    1.02999         
          33.50                     21557                    1.17755         
          33.60                     30877                    1.00248         
          33.70                     29812                    1.01426         
          33.80                     25348                    1.08071         
          33.90                     30224                    1.00318         
          34.00                     30718                    0.99236         
          34.10                     35141                    0.93610         
          34.20                     34528                    0.94149         
          34.30                     29317                    0.99626         
          34.40                     34345                    0.93770         
          34.50                     34856                    0.92454         
          34.60                     32624                    0.94426         
          34.70                     36643                    0.90902         
          34.80                     32134                    0.94699         
          34.90                     36236                    0.91106         
          35.00                     23304                    1.06542         
          35.10                     23293                    1.05999         
          35.20                     38917                    0.87864         
          35.30                     22987                    1.06566         
          35.40                     23017                    1.04863         
          35.50                     27734                    0.97637         
          35.60                     33382                    0.91025         
          35.70                     34985                    0.89518         
          35.80                     36501                    0.88201         
          35.90                     26038                    0.98935         
          36.00                     36376                    0.88284         
          36.10                     26709                    0.97933         
          36.20                     26607                    0.97598         
          36.30                     27695                    0.95866         
          36.40                     26962                    0.96285         
          36.50                     26497                    0.96659         
          36.60                     30805                    0.91318         
          36.70                     32643                    0.89714         
          36.80                     29498                    0.92549         
          36.90                     30695                    0.91735         
          37.00                     35524                    0.87754         
          37.10                     29358                    0.92381         
          37.20                     32852                    0.89538         
          37.30                     30521                    0.90945         
          37.40                     39886                    0.84117         
          37.50                     33609                    0.88657         
          37.60                     31612                    0.90217         
          37.70                     29963                    0.92631         
          37.80                     37294                    0.86405         
          37.90                     27722                    0.94617         
          38.00                     16865                    1.15541         
          38.10                     17492                    1.13329         
          38.20                     15789                    1.19599         
          38.30                     25715                    0.97487         
          38.40                     28566                    0.93445         
          38.50                     24503                    0.98802         
          38.60                     35613                    0.87340         
          38.70                     31681                    0.89789         
          38.80                     26005                    0.96462         
          38.90                     28049                    0.94542         
          39.00                     29154                    0.93391         
          39.10                     18478                    1.10688         
          39.20                     27250                    0.94992         
          39.30                     23407                    1.00043         
          39.40                     24078                    0.98444         
          39.50                     31273                    0.89693         
          39.60                     23323                    0.99296         
          39.70                     25299                    0.96350         
          39.80                     21721                    1.01801         
          39.90                     38642                    0.83556         
          40.00                     22752                    0.99249         
          40.10                     27763                    0.92015         
          40.20                     25076                    0.95018         
          40.30                     26168                    0.93093         
          40.40                     27330                    0.91788         
          40.50                     30598                    0.87490         
          40.60                     32537                    0.86036         
          40.70                     25678                    0.91654         
          40.80                     25264                    0.91094         
          40.90                     27505                    0.89015         
          41.00                     19170                    0.99995         
          41.10                     25664                    0.90055         
          41.20                     26099                    0.89041         
          41.30                     30147                    0.84860         
          41.40                     19186                    0.98263         
          41.50                     23950                    0.90707         
          41.60                     22119                    0.92035         
          41.70                     30158                    0.84001         
          41.80                     33620                    0.81549         
          41.90                     43675                    0.76487         
          42.00                     19053                    0.95564         
          42.10                     26471                    0.86225         
          42.20                     15732                    1.02400         
          42.30                      9721                    1.26098         
          42.40                     27267                    0.84604         
          42.50                     26444                    0.84996         
          42.60                     24770                    0.86131         
          42.70                     14326                    0.62853         
          42.80                     11744                    0.60799         
          42.90                     32316                    0.79925         
          43.00                     22790                    0.87047         
          43.10                     26123                    0.83727         
          43.20                     34111                    0.78477         
          43.30                     20369                    0.88977         
          43.40                     19702                    0.88775         
          43.50                     17771                    0.92085         
          43.60                     19700                    0.88615         
          43.70                     28870                    0.79795         
          43.80                     32982                    0.77589         
          43.90                     14067                    0.62417         
          44.00                     29726                    0.78413         
          44.10                     12464                    0.98817         
          44.20                     24357                    0.82206         
          44.30                     27151                    0.80264         
          44.40                     14150                    0.63539         
          44.50                     16167                    0.89474         
          44.60                     32462                    0.75162         
          44.70                     26054                    0.77721         
          44.80                     20248                    0.82282         
          44.90                     16324                    0.61487         
          45.00                     28143                    0.76495         
          45.10                     28099                    0.75585         
          45.20                     17687                    0.83199         
          45.30                     21970                    0.62502         
          45.40                     29440                    0.74116         
          45.50                     30275                    0.73691         
          45.60                     27051                    0.74627         
          45.70                     12576                    0.64128         
          45.80                     23302                    0.76206         
          45.90                     30932                    0.72361         
          46.00                     35434                    0.70850         
          46.10                     22079                    0.64427         
          46.20                     38761                    0.70114         
          46.30                     40667                    0.69471         
          46.40                     39150                    0.62905         
          46.50                     46096                    0.67520         
          46.60                     50804                    0.67066         
          46.70                     20791                    0.72758         
          46.80                     16482                    0.75605         
          46.90                     28900                    0.69599         
          47.00                     41134                    0.67291         
          47.10                     29155                    0.62856         
          47.20                     24530                    0.68851         
          47.30                     26148                    0.63962         
          47.40                     51181                    0.65064         
          47.50                     40481                    0.65756         
          47.60                     42664                    0.65414         
          47.70                     44280                    0.63649         
          47.80                     21189                    0.64904         
          47.90                     40649                    0.65074         
          48.00                     47728                    0.64405         
          48.10                     33917                    0.64904         
          48.20                     38205                    0.64448         
          48.30                     46488                    0.63922         
          48.40                     30129                    0.65139         
          48.50                     42940                    0.63947         
          48.60                     51881                    0.62940         
          48.70                     52096                    0.63811         
          48.80                     61347                    0.63233         
          48.90                     40158                    0.63956         
          49.00                     49163                    0.64087         
          49.10                     36258                    0.63987         
          49.20                     49946                    0.63720         
          49.30                     52160                    0.63788         
          49.40                     31840                    0.64322         
          49.50                     48220                    0.63699         
          49.60                     27821                    0.63479         
          49.70                     28865                    0.64577         
          49.80                     25272                    0.63734         
          49.90                     37208                    0.63723         
