           tauB                     NinLC                      phiL          
          24.20                     39326                    0.71229         
          24.30                     40362                    0.70702         
          24.40                     45809                    0.68969         
          24.50                     45833                    0.68610         
          24.60                     42499                    0.69018         
          24.70                     41622                    0.68877         
          24.80                     42396                    0.68602         
          24.90                     38057                    0.69085         
          25.00                     48068                    0.66985         
          25.10                     43131                    0.67707         
          25.20                     49513                    0.66269         
          25.30                     45827                    0.66694         
          25.40                     42565                    0.67260         
          25.50                     48211                    0.66121         
          25.60                     52487                    0.65649         
          25.70                     46451                    0.66606         
          25.80                     47034                    0.66636         
          25.90                     47566                    0.66298         
          26.00                     50307                    0.65865         
          26.10                     47031                    0.66158         
          26.20                     43146                    0.66623         
          26.30                     50743                    0.65655         
          26.40                     46049                    0.65921         
          26.50                     45953                    0.65775         
          26.60                     45163                    0.65948         
          26.70                     46333                    0.65488         
          26.80                     49610                    0.65181         
          26.90                     46602                    0.65205         
          27.00                     55168                    0.64418         
          27.10                     53573                    0.64576         
          27.20                     51775                    0.64610         
          27.30                     45136                    0.65281         
          27.40                     51489                    0.64577         
          27.50                     48093                    0.64673         
          27.60                     50287                    0.64853         
          27.70                     54375                    0.64281         
          27.80                     61345                    0.64001         
          27.90                     43040                    0.65085         
          28.00                     47858                    0.64990         
          28.10                     24193                    0.65876         
          28.20                     46161                    0.64689         
          28.30                     46713                    0.64672         
          28.40                     54876                    0.63726         
          28.50                     44781                    0.64815         
          28.60                     57156                    0.63839         
          28.70                     50715                    0.64353         
          28.80                     52510                    0.64176         
          28.90                     52791                    0.64103         
          29.00                     52829                    0.64134         
          29.10                     58657                    0.63548         
          29.20                     54127                    0.63736         
          29.30                     46961                    0.64201         
          29.40                     45305                    0.64001         
          29.50                     50458                    0.63707         
          29.60                     44995                    0.63831         
          29.70                     56532                    0.63111         
          29.80                     44987                    0.63817         
          29.90                     57050                    0.63104         
          30.00                     32402                    0.63809         
          30.10                     63693                    0.62725         
          30.20                     50025                    0.63498         
          30.30                     63059                    0.62821         
          30.40                     53739                    0.63391         
          30.50                     24461                    0.63888         
          30.60                     46190                    0.63129         
          30.70                     41707                    0.63512         
          30.80                     37348                    0.63418         
          30.90                     48698                    0.62822         
          31.00                     44650                    0.63210         
          31.10                     52135                    0.63117         
          31.20                     24592                    0.64259         
          31.30                     38016                    0.63569         
          31.40                     55002                    0.63257         
          31.50                     44860                    0.63891         
          31.60                     46624                    0.63850         
          31.70                     20152                    0.64295         
          31.80                     41792                    0.63943         
          31.90                     51876                    0.63271         
          32.00                     57556                    0.63195         
          32.10                     45584                    0.63733         
          32.20                     52799                    0.63273         
          32.30                     26345                    0.63384         
          32.40                     40998                    0.63982         
          32.50                     42210                    0.63845         
          32.60                     47049                    0.63559         
          32.70                     56455                    0.62887         
          32.80                     50639                    0.63136         
          32.90                     44102                    0.63733         
          33.00                     37947                    0.63773         
          33.10                     43893                    0.63139         
          33.20                     54055                    0.62997         
          33.30                     48533                    0.63470         
          33.40                     15426                    0.63218         
          33.50                     40073                    0.63286         
          33.60                     31724                    0.63907         
          33.70                     50570                    0.62816         
          33.80                     29483                    0.62772         
          33.90                     20947                    0.63376         
          34.00                     20015                    0.63326         
          34.10                     27890                    0.62658         
          34.20                     56440                    0.62551         
          34.30                     27442                    0.63217         
          34.40                     47376                    0.63228         
          34.50                     49249                    0.62959         
          34.60                     16424                    0.63435         
          34.70                     25205                    0.62947         
          34.80                     43691                    0.62261         
          34.90                     51810                    0.62740         
          35.00                     33794                    0.63079         
          35.10                     44441                    0.62718         
          35.20                     20599                    0.63093         
          35.30                     49687                    0.62438         
          35.40                     41671                    0.62625         
          35.50                     43649                    0.62795         
          35.60                     47471                    0.62918         
          35.70                     51448                    0.62874         
          35.80                     44471                    0.63157         
          35.90                     44613                    0.63027         
          36.00                     47281                    0.63082         
          36.10                     47584                    0.63069         
          36.20                     40376                    0.63207         
          36.30                     19872                    0.63678         
          36.40                     51890                    0.62622         
          36.50                     51099                    0.62664         
          36.60                     32993                    0.62148         
          36.70                     36913                    0.62817         
          36.80                     36649                    0.62476         
          36.90                     45029                    0.62947         
          37.00                     30095                    0.63359         
          37.10                     53745                    0.62750         
          37.20                     47048                    0.62345         
          37.30                     48375                    0.62942         
          37.40                     15166                    0.63494         
          37.50                     45719                    0.62758         
          37.60                     36196                    0.62700         
          37.70                     19236                    0.62463         
          37.80                     33125                    0.63028         
          37.90                     44914                    0.63301         
          38.00                     39318                    0.62991         
          38.10                     46780                    0.63042         
          38.20                     52572                    0.63046         
          38.30                     21569                    0.63270         
          38.40                     29278                    0.63342         
          38.50                     49551                    0.63017         
          38.60                     34917                    0.62804         
          38.70                     55663                    0.62668         
          38.80                     45023                    0.62737         
          38.90                     46712                    0.62707         
          39.00                     41250                    0.63021         
          39.10                     36513                    0.62904         
          39.20                     50230                    0.62483         
          39.30                     20456                    0.62891         
          39.40                     59467                    0.62221         
          39.50                     47923                    0.62525         
          39.60                     41008                    0.62657         
          39.70                     38721                    0.62602         
          39.80                     52075                    0.62548         
          39.90                     30467                    0.62886         
          40.00                     52991                    0.62506         
          40.10                     26849                    0.61924         
          40.20                     54718                    0.62698         
          40.30                     44952                    0.62653         
          40.40                     51097                    0.62847         
          40.50                     50736                    0.62551         
          40.60                     20653                    0.62647         
          40.70                     24023                    0.63554         
          40.80                     55065                    0.62585         
          40.90                     53926                    0.62771         
          41.00                     16050                    0.63949         
          41.10                     61912                    0.62184         
          41.20                     15932                    0.61835         
          41.30                     41844                    0.62220         
          41.40                     20226                    0.62711         
          41.50                     24848                    0.62339         
          41.60                     37000                    0.62488         
          41.70                     40590                    0.62527         
          41.80                     26163                    0.62018         
          41.90                     25556                    0.62553         
          42.00                     23786                    0.62844         
          42.10                     45463                    0.62666         
          42.20                     64808                    0.62144         
          42.30                     50335                    0.62538         
          42.40                     46780                    0.62602         
          42.50                     50525                    0.62568         
          42.60                     48220                    0.62712         
          42.70                     40751                    0.62494         
          42.80                     34125                    0.62428         
          42.90                     53837                    0.62423         
          43.00                     19775                    0.61916         
          43.10                     30855                    0.62238         
          43.20                     36853                    0.62729         
          43.30                     22989                    0.62706         
          43.40                     20672                    0.63012         
          43.50                     43504                    0.62413         
          43.60                     61552                    0.62238         
          43.70                     54514                    0.62202         
          43.80                     23834                    0.62697         
          43.90                     18133                    0.62531         
          44.00                     22519                    0.62600         
          44.10                     48682                    0.62235         
          44.20                     46943                    0.62250         
          44.30                     17223                    0.62864         
          44.40                     28838                    0.62860         
          44.50                     54684                    0.62369         
          44.60                     52068                    0.62584         
          44.70                     59703                    0.62438         
          44.80                     57607                    0.62298         
          44.90                     58038                    0.62284         
          45.00                     21796                    0.63062         
          45.10                     37868                    0.62959         
          45.20                     21834                    0.61906         
          45.30                     46253                    0.63221         
          45.40                     44657                    0.63353         
          45.50                     49845                    0.62966         
          45.60                     45809                    0.63017         
          45.70                     49078                    0.63128         
          45.80                     46367                    0.63084         
          45.90                     45249                    0.63271         
          46.00                     39358                    0.63496         
          46.10                     50906                    0.62688         
          46.20                     39312                    0.63267         
          46.30                     29613                    0.63509         
          46.40                     26552                    0.63929         
          46.50                     29171                    0.63736         
          46.60                     41013                    0.62698         
          46.70                     52731                    0.62843         
          46.80                     38218                    0.63762         
          46.90                     57796                    0.62840         
          47.00                     34084                    0.63212         
          47.10                     53257                    0.62673         
          47.20                     23220                    0.63331         
          47.30                     59238                    0.62441         
          47.40                     23748                    0.63336         
          47.50                     20802                    0.63579         
          47.60                     34135                    0.62894         
          47.70                     46352                    0.62716         
          47.80                     23516                    0.62451         
          47.90                     36567                    0.63054         
          48.00                     34405                    0.63116         
          48.10                     18353                    0.62861         
          48.20                     13761                    0.62349         
          48.30                     47415                    0.62529         
          48.40                     48941                    0.62069         
          48.50                     43899                    0.62208         
          48.60                     41794                    0.62614         
          48.70                     45870                    0.62220         
          48.80                     49652                    0.62152         
          48.90                     41441                    0.61659         
          49.00                     37024                    0.62531         
          49.10                     46723                    0.61995         
          49.20                     45067                    0.62502         
          49.30                     27336                    0.63083         
          49.40                     53689                    0.62507         
          49.50                     43259                    0.63060         
          49.60                     46553                    0.63000         
          49.70                     48235                    0.62232         
          49.80                     22774                    0.61947         
          49.90                     43490                    0.62651         
