           tauB                     NinLC                      phiL          
           7.00                     30098                    1.17023         
           7.10                     30675                    1.15472         
           7.20                     31096                    1.14263         
           7.30                     30638                    1.14997         
           7.40                     31199                    1.13794         
           7.50                     30927                    1.14583         
           7.60                     30981                    1.14914         
           7.70                     31996                    1.12891         
           7.80                     31493                    1.13493         
           7.90                     31142                    1.14229         
           8.00                     30902                    1.14478         
           8.10                     30320                    1.15467         
           8.20                     31013                    1.14229         
           8.30                     32158                    1.11898         
           8.40                     31063                    1.13320         
           8.50                     30960                    1.13415         
           8.60                     30864                    1.13149         
           8.70                     32092                    1.11027         
           8.80                     32095                    1.10667         
           8.90                     30915                    1.12402         
           9.00                     29830                    1.13839         
           9.10                     32650                    1.08525         
           9.20                     33547                    1.06466         
           9.30                     33634                    1.05703         
           9.40                     31494                    1.08297         
           9.50                     35633                    1.01900         
           9.60                     34665                    1.02856         
           9.70                     33610                    1.04262         
           9.80                     34544                    1.02761         
           9.90                     33923                    1.03452         
          10.00                     33985                    1.03166         
          10.10                     36433                    0.99702         
          10.20                     33365                    1.03128         
          10.30                     35359                    1.00476         
          10.40                     36574                    0.98780         
          10.50                     34888                    1.00338         
          10.60                     36324                    0.98094         
          10.70                     34042                    1.00542         
          10.80                     35298                    0.98802         
          10.90                     33424                    1.00748         
          11.00                     35091                    0.98509         
          11.10                     34834                    0.98648         
          11.20                     33667                    0.99568         
          11.30                     36541                    0.96461         
          11.40                     35251                    0.97930         
          11.50                     35364                    0.97495         
          11.60                     35574                    0.97037         
          11.70                     36781                    0.95337         
          11.80                     34976                    0.97045         
          11.90                     33680                    0.98138         
          12.00                     34479                    0.97045         
          12.10                     34793                    0.96372         
          12.20                     36662                    0.94048         
          12.30                     34429                    0.96280         
          12.40                     34675                    0.95417         
          12.50                     37891                    0.92040         
          12.60                     39041                    0.90864         
          12.70                     27670                    1.01650         
          12.80                     33416                    0.95452         
          12.90                     36799                    0.91953         
          13.00                     36016                    0.92203         
          13.10                     36344                    0.91639         
          13.20                     37073                    0.90255         
          13.30                     36446                    0.90558         
          13.40                     34433                    0.92235         
          13.50                     36598                    0.89989         
          13.60                     33459                    0.92769         
          13.70                     37640                    0.88589         
          13.80                     34780                    0.90656         
          13.90                     35939                    0.89841         
          14.00                     33891                    0.91601         
          14.10                     36192                    0.89264         
          14.20                     36370                    0.89006         
          14.30                     36530                    0.88643         
          14.40                     39857                    0.85973         
          14.50                     36939                    0.87817         
          14.60                     38497                    0.86244         
          14.70                     36798                    0.87165         
          14.80                     35950                    0.87714         
          14.90                     36613                    0.86739         
          15.00                     34737                    0.88189         
          15.10                     34671                    0.87470         
          15.20                     39461                    0.84251         
          15.30                     39384                    0.84034         
          15.40                     38170                    0.84860         
          15.50                     37756                    0.84945         
          15.60                     38222                    0.84752         
          15.70                     38212                    0.84709         
          15.80                     37287                    0.85051         
          15.90                     33593                    0.87633         
          16.00                     40982                    0.82520         
          16.10                     34156                    0.87128         
          16.20                     40752                    0.82787         
          16.30                     39938                    0.83082         
          16.40                     39989                    0.82836         
          16.50                     36368                    0.84543         
          16.60                     33850                    0.86144         
          16.70                     35729                    0.84748         
          16.80                     33859                    0.85635         
          16.90                     35603                    0.84056         
          17.00                     38677                    0.81803         
          17.10                     37870                    0.82751         
          17.20                     39730                    0.81596         
          17.30                     39750                    0.81761         
          17.40                     38286                    0.82892         
          17.50                     34440                    0.85349         
          17.60                     37010                    0.83227         
          17.70                     37959                    0.82298         
          17.80                     39211                    0.81235         
          17.90                     36644                    0.82802         
          18.00                     32384                    0.85636         
          18.10                     34718                    0.83848         
          18.20                     33192                    0.84718         
          18.30                     22969                    0.93993         
          18.40                     36444                    0.82241         
          18.50                     33748                    0.83585         
          18.60                     30630                    0.85418         
          18.70                     34523                    0.82412         
          18.80                     32971                    0.83590         
          18.90                     38283                    0.80326         
          19.00                     36301                    0.81551         
          19.10                     36909                    0.81357         
          19.20                     32978                    0.83966         
          19.30                     38187                    0.80763         
          19.40                     35843                    0.82068         
          19.50                     39375                    0.80241         
          19.60                     39119                    0.80058         
          19.70                     32239                    0.84116         
          19.80                     38154                    0.80259         
          19.90                     33235                    0.82475         
          20.00                     27135                    0.86997         
          20.10                     36819                    0.80693         
          20.20                     37163                    0.80294         
          20.30                     25185                    0.89400         
          20.40                     33586                    0.82512         
          20.50                     38742                    0.79390         
          20.60                     35605                    0.81299         
          20.70                     37431                    0.79859         
          20.80                     29212                    0.85118         
          20.90                     30258                    0.83201         
          21.00                     37614                    0.78871         
          21.10                     33547                    0.80879         
          21.20                     34312                    0.79811         
          21.30                     32370                    0.80996         
          21.40                     25668                    0.85750         
          21.50                     34350                    0.79029         
          21.60                     30139                    0.81363         
          21.70                     25290                    0.84893         
          21.80                     41210                    0.75400         
          21.90                     37915                    0.76617         
          22.00                     33900                    0.78530         
          22.10                     36452                    0.77245         
          22.20                     41024                    0.74973         
          22.30                     35957                    0.77231         
          22.40                     41185                    0.74463         
          22.50                     41587                    0.73943         
          22.60                     36171                    0.75946         
          22.70                     34990                    0.76395         
          22.80                     30563                    0.77870         
          22.90                     33561                    0.76331         
          23.00                     15672                    0.87063         
          23.10                     40924                    0.73294         
          23.20                     40758                    0.73194         
          23.30                     41252                    0.73026         
          23.40                     36644                    0.74583         
          23.50                     29129                    0.78170         
          23.60                     44657                    0.72351         
          23.70                     38672                    0.74226         
          23.80                     42600                    0.73180         
          23.90                     39431                    0.73899         
          24.00                     39155                    0.74555         
          24.10                     35184                    0.76149         
          24.20                     41006                    0.74114         
          24.30                     43837                    0.73048         
          24.40                     47461                    0.71916         
          24.50                     31801                    0.77615         
          24.60                     48672                    0.71670         
          24.70                     42290                    0.73806         
          24.80                     40438                    0.74810         
          24.90                     32432                    0.78349         
          25.00                     36359                    0.76486         
          25.10                     38907                    0.75860         
          25.20                     39467                    0.75670         
          25.30                     33418                    0.78245         
          25.40                     38542                    0.75828         
          25.50                     39634                    0.75566         
          25.60                     45552                    0.73579         
          25.70                     18518                    0.88907         
          25.80                     33746                    0.78114         
          25.90                     34210                    0.77130         
          26.00                     41022                    0.74709         
          26.10                     40619                    0.75155         
          26.20                     45471                    0.73607         
          26.30                     39425                    0.75970         
          26.40                     38990                    0.76030         
          26.50                     39374                    0.75674         
          26.60                     37433                    0.76534         
          26.70                     36059                    0.77169         
          26.80                     38874                    0.76176         
          26.90                     38155                    0.76501         
          27.00                     40197                    0.75970         
          27.10                     37783                    0.76693         
          27.20                     44004                    0.74220         
          27.30                     31447                    0.78990         
          27.40                     37584                    0.76333         
          27.50                     43307                    0.74134         
          27.60                     35055                    0.77317         
          27.70                     30740                    0.79182         
          27.80                     40279                    0.74899         
          27.90                     40847                    0.74567         
          28.00                     34753                    0.76763         
          28.10                     44297                    0.73503         
          28.20                     30900                    0.78830         
          28.30                     29483                    0.79313         
          28.40                     30227                    0.78795         
          28.50                     39626                    0.75236         
          28.60                     31738                    0.78803         
          28.70                     40101                    0.74727         
          28.80                     42115                    0.74509         
          28.90                     41849                    0.74327         
          29.00                     38928                    0.75256         
          29.10                     32530                    0.78378         
          29.20                     38282                    0.76427         
          29.30                     39525                    0.75665         
          29.40                     28988                    0.79428         
          29.50                     28310                    0.80702         
          29.60                     34353                    0.77495         
          29.70                     43913                    0.73547         
          29.80                     43244                    0.73845         
          29.90                     41769                    0.74168         
          30.00                     20069                    0.88270         
          30.10                     42687                    0.74186         
          30.20                     33820                    0.78050         
          30.30                     41677                    0.74688         
          30.40                     27990                    0.81718         
          30.50                     31533                    0.79113         
          30.60                     25108                    0.82864         
          30.70                     31246                    0.78976         
          30.80                     29465                    0.79600         
          30.90                     30281                    0.78950         
          31.00                     34396                    0.76775         
          31.10                     32387                    0.77409         
          31.20                     32620                    0.77073         
          31.30                     25292                    0.81198         
          31.40                     39222                    0.73929         
          31.50                     31177                    0.77437         
          31.60                     29760                    0.78170         
          31.70                     37035                    0.74760         
          31.80                     25440                    0.81179         
          31.90                     37167                    0.74515         
          32.00                     36284                    0.74819         
          32.10                     47135                    0.71541         
          32.20                     43957                    0.72044         
          32.30                     39982                    0.73601         
          32.40                     39128                    0.73644         
          32.50                     22841                    0.82966         
          32.60                     33024                    0.76134         
          32.70                     34236                    0.75604         
          32.80                     36423                    0.74833         
          32.90                     40471                    0.73491         
          33.00                     38723                    0.73580         
          33.10                     23951                    0.82078         
          33.20                     31716                    0.76519         
          33.30                     38660                    0.74029         
          33.40                     38205                    0.74212         
          33.50                     32399                    0.76496         
          33.60                     36719                    0.74601         
          33.70                     43692                    0.72360         
          33.80                     47001                    0.71268         
          33.90                     35884                    0.74819         
          34.00                     38791                    0.73952         
          34.10                     27984                    0.78849         
          34.20                     29394                    0.77418         
          34.30                     38981                    0.73382         
          34.40                     36757                    0.74278         
          34.50                     40298                    0.73299         
          34.60                     36195                    0.74096         
          34.70                     17382                    0.84925         
          34.80                     40761                    0.72816         
          34.90                     33184                    0.74225         
          35.00                     33113                    0.74811         
          35.10                     37361                    0.72611         
          35.20                     40836                    0.71593         
          35.30                     30719                    0.74847         
          35.40                     38858                    0.71692         
          35.50                     33050                    0.72977         
          35.60                     41748                    0.70462         
          35.70                     29837                    0.74658         
          35.80                     31344                    0.74243         
          35.90                     25007                    0.77962         
          36.00                     26111                    0.76757         
          36.10                     16594                    0.84562         
          36.20                     27289                    0.60959         
          36.30                     39407                    0.71627         
          36.40                     33796                    0.73331         
          36.50                     29846                    0.74697         
          36.60                     34550                    0.72491         
          36.70                     38606                    0.71241         
          36.80                     33296                    0.72678         
          36.90                     43720                    0.70061         
          37.00                     24237                    0.77142         
          37.10                     26773                    0.75216         
          37.20                     37611                    0.70893         
          37.30                     27212                    0.74308         
          37.40                     39995                    0.69845         
          37.50                     39105                    0.69941         
          37.60                     41204                    0.68890         
          37.70                     29446                    0.71396         
          37.80                     37376                    0.69520         
          37.90                     30543                    0.70704         
          38.00                     25271                    0.72012         
          38.10                     42400                    0.67209         
          38.20                     36232                    0.67990         
          38.30                     39058                    0.66927         
          38.40                     49996                    0.65463         
          38.50                     45418                    0.65977         
          38.60                     48475                    0.65930         
          38.70                     19515                    0.69615         
          38.80                     39019                    0.66560         
          38.90                     36778                    0.66816         
          39.00                     52405                    0.64617         
          39.10                     47073                    0.64897         
          39.20                     34298                    0.65655         
          39.30                     52100                    0.64296         
          39.40                     38107                    0.65240         
          39.50                     41828                    0.64484         
          39.60                     55770                    0.63471         
          39.70                     39182                    0.64598         
          39.80                     36788                    0.63695         
          39.90                     48730                    0.63999         
          40.00                     49868                    0.63665         
          40.10                     36793                    0.64286         
          40.20                     46280                    0.63530         
          40.30                     29998                    0.64040         
          40.40                     32318                    0.64205         
          40.50                     56403                    0.63318         
          40.60                     39126                    0.63498         
          40.70                     35926                    0.63769         
          40.80                     62680                    0.62874         
          40.90                     45697                    0.63318         
          41.00                     30584                    0.63199         
          41.10                     56535                    0.63174         
          41.20                     34328                    0.63814         
          41.30                     30858                    0.63377         
          41.40                     50506                    0.62999         
          41.50                     40981                    0.63195         
          41.60                     47298                    0.62875         
          41.70                     58476                    0.63038         
          41.80                     22265                    0.62686         
          41.90                     60796                    0.62492         
          42.00                     38745                    0.63149         
          42.10                     54559                    0.62888         
          42.20                     32627                    0.63599         
          42.30                     47426                    0.63396         
          42.40                     50675                    0.63383         
          42.50                     54624                    0.63111         
          42.60                     55863                    0.62733         
          42.70                     34028                    0.63158         
          42.80                     44873                    0.62345         
          42.90                     49665                    0.62964         
          43.00                     41518                    0.62444         
          43.10                     49305                    0.62885         
          43.20                     17677                    0.62968         
          43.30                     52276                    0.62564         
          43.40                     18516                    0.62679         
          43.50                     45029                    0.62842         
          43.60                     12736                    0.62766         
          43.70                     21840                    0.61947         
          43.80                     50496                    0.62674         
          43.90                     30131                    0.62482         
          44.00                     36649                    0.62791         
          44.10                     53317                    0.63142         
          44.20                     37601                    0.62893         
          44.30                     24237                    0.62732         
          44.40                     33662                    0.62889         
          44.50                     24173                    0.62816         
          44.60                     46089                    0.62822         
          44.70                     24488                    0.63239         
          44.80                     34926                    0.62675         
          44.90                     17063                    0.62694         
          45.00                     50661                    0.62939         
          45.10                     36297                    0.62566         
          45.20                     15907                    0.62956         
          45.30                     26654                    0.62365         
          45.40                     30197                    0.63106         
          45.50                     40340                    0.62521         
          45.60                     49590                    0.62925         
          45.70                     37042                    0.63162         
          45.80                     47201                    0.63185         
          45.90                     30705                    0.62478         
          46.00                     31049                    0.62336         
          46.10                     50402                    0.63089         
          46.20                     28950                    0.63477         
          46.30                     41758                    0.62901         
          46.40                     46756                    0.62946         
          46.50                     53861                    0.63096         
          46.60                     18465                    0.62477         
          46.70                     34726                    0.63073         
          46.80                     25383                    0.62825         
          46.90                     54023                    0.63081         
          47.00                     57297                    0.62694         
          47.10                     46996                    0.63061         
          47.20                     49510                    0.62959         
          47.30                     29097                    0.63678         
          47.40                     16232                    0.62972         
          47.50                     41785                    0.62922         
          47.60                     16941                    0.63057         
          47.70                     16566                    0.61612         
          47.80                     28372                    0.62941         
          47.90                     29921                    0.63049         
          48.00                     25764                    0.62952         
          48.10                     51381                    0.62773         
          48.20                     58527                    0.62487         
          48.30                     33460                    0.63335         
          48.40                     25982                    0.62827         
          48.50                     35963                    0.62305         
          48.60                     30084                    0.62775         
          48.70                     42678                    0.62737         
          48.80                     54620                    0.62402         
          48.90                     25436                    0.62549         
          49.00                     40528                    0.62086         
          49.10                     36712                    0.62597         
          49.20                     34695                    0.62262         
          49.30                     12665                    0.61734         
          49.40                     48809                    0.62050         
          49.50                     29952                    0.61973         
          49.60                     34135                    0.61910         
          49.70                     44303                    0.62791         
          49.80                     31902                    0.62337         
          49.90                     18545                    0.62554         
