           tauB                     NinLC                      phiL          
          16.30                     29631                    1.26813         
          16.40                     29185                    1.27600         
          16.50                     31933                    1.21435         
          16.60                     29327                    1.27031         
          16.70                     28636                    1.28512         
          16.80                     27890                    1.30105         
          16.90                     28417                    1.28684         
          17.00                     29695                    1.25485         
          17.10                     26468                    1.33891         
          17.20                     25306                    1.37531         
          17.30                     27819                    1.30600         
          17.40                     27292                    1.32357         
          17.50                     27203                    1.32840         
          17.60                     25192                    1.38841         
          17.70                     26274                    1.35796         
          17.80                     25527                    1.37660         
          17.90                     26973                    1.32551         
          18.00                     25355                    1.36827         
          18.10                     28789                    1.27214         
          18.20                     25395                    1.36703         
          18.30                     28038                    1.29227         
          18.40                     27892                    1.29424         
          18.50                     26318                    1.33010         
          18.60                     27992                    1.28535         
          18.70                     26163                    1.33551         
          18.80                     26719                    1.32091         
          18.90                     29493                    1.24685         
          19.00                     24632                    1.37929         
          19.10                     29524                    1.25089         
          19.20                     29491                    1.25057         
          19.30                     26732                    1.31529         
          19.40                     26705                    1.31548         
          19.50                     29125                    1.24715         
          19.60                     27409                    1.28406         
          19.70                     28099                    1.26219         
          19.80                     25419                    1.33172         
          19.90                     25870                    1.31397         
          20.00                     25899                    1.31399         
          20.10                     26984                    1.28419         
          20.20                     24665                    1.34535         
          20.30                     28619                    1.23945         
          20.40                     29091                    1.22509         
          20.50                     30782                    1.18649         
          20.60                     29113                    1.21645         
          20.70                     26765                    1.26741         
          20.80                     22404                    1.39607         
          20.90                     31476                    1.16841         
          21.00                     29938                    1.19640         
          21.10                     23484                    1.36032         
          21.20                     28080                    1.23610         
          21.30                     23839                    1.35000         
          21.40                     30629                    1.18361         
          21.50                     23089                    1.37499         
          21.60                     25389                    1.29978         
          21.70                     23970                    1.34329         
          21.80                     25109                    1.30722         
          21.90                     25124                    1.30778         
          22.00                     23831                    1.35306         
          22.10                     25754                    1.29694         
          22.20                     23705                    1.36057         
          22.30                     27954                    1.24271         
          22.40                     26814                    1.27146         
          22.50                     27525                    1.25109         
          22.60                     26692                    1.27616         
          22.70                     24330                    1.34291         
          22.80                     24863                    1.32807         
          22.90                     26369                    1.27962         
          23.00                     24561                    1.32407         
          23.10                     22725                    1.37371         
          23.20                     27318                    1.24773         
          23.30                     25302                    1.29934         
          23.40                     24397                    1.32078         
          23.50                     24908                    1.30447         
          23.60                     27692                    1.22796         
          23.70                     27469                    1.23256         
          23.80                     26823                    1.24383         
          23.90                     27059                    1.23264         
          24.00                     27675                    1.21700         
          24.10                     28370                    1.20002         
          24.20                     25456                    1.27135         
          24.30                     29345                    1.17861         
          24.40                     22637                    1.35086         
          24.50                     24949                    1.27616         
          24.60                     27610                    1.20898         
          24.70                     20890                    1.39938         
          24.80                     26124                    1.23078         
          24.90                     23421                    1.29998         
          25.00                     24910                    1.25774         
          25.10                     29396                    1.15436         
          25.20                     29285                    1.15330         
          25.30                     29087                    1.15351         
          25.40                     26389                    1.21043         
          25.50                     30182                    1.12944         
          25.60                     22229                    1.32132         
          25.70                     27494                    1.18283         
          25.80                     22144                    1.32368         
          25.90                     23120                    1.28947         
          26.00                     24928                    1.24085         
          26.10                     26328                    1.20363         
          26.20                     23376                    1.27131         
          26.30                     24995                    1.22518         
          26.40                     25672                    1.20645         
          26.50                     26437                    1.18935         
          26.60                     27067                    1.17174         
          26.70                     23220                    1.26260         
          26.80                     23256                    1.26341         
          26.90                     23948                    1.24335         
          27.00                     22627                    1.28066         
          27.10                     28502                    1.14205         
          27.20                     22801                    1.28007         
          27.30                     25458                    1.20590         
          27.40                     24998                    1.21676         
          27.50                     24572                    1.22694         
          27.60                     22952                    1.26708         
          27.70                     25717                    1.19097         
          27.80                     27047                    1.15768         
          27.90                     24185                    1.22151         
          28.00                     22194                    1.28112         
          28.10                     22841                    1.26626         
          28.20                     23089                    1.26154         
          28.30                     20710                    1.34298         
          28.40                     20188                    1.36586         
          28.50                     22009                    1.30080         
          28.60                     20425                    1.35437         
          28.70                     18897                    1.41324         
          28.80                     19739                    1.37819         
          28.90                     21494                    1.31008         
          29.00                     21308                    1.32192         
          29.10                     19251                    1.40275         
          29.20                     21826                    1.30467         
          29.30                     21264                    1.32289         
          29.40                     21838                    1.29981         
          29.50                     24134                    1.23247         
          29.60                     23391                    1.25586         
          29.70                     22487                    1.28432         
          29.80                     21463                    1.32031         
          29.90                     22190                    1.29837         
          30.00                     21419                    1.32020         
          30.10                     26547                    1.18289         
          30.20                     22072                    1.30537         
          30.30                     20997                    1.34470         
          30.40                     25399                    1.21475         
          30.50                     21040                    1.34809         
          30.60                     21947                    1.32192         
          30.70                     21504                    1.33752         
          30.80                     21520                    1.33636         
          30.90                     19401                    1.42217         
          31.00                     21913                    1.32816         
          31.10                     21564                    1.33418         
          31.20                     21674                    1.32437         
          31.30                     25354                    1.20891         
          31.40                     25405                    1.20925         
          31.50                     21806                    1.30739         
          31.60                     24992                    1.21826         
          31.70                     21905                    1.30102         
          31.80                     22732                    1.27139         
          31.90                     23300                    1.25675         
          32.00                     23026                    1.25828         
          32.10                     25239                    1.19889         
          32.20                     24063                    1.22353         
          32.30                     23595                    1.23424         
          32.40                     21493                    1.29124         
          32.50                     22636                    1.25746         
          32.60                     22897                    1.24595         
          32.70                     23719                    1.23005         
          32.80                     24849                    1.20365         
          32.90                     19108                    1.38782         
          33.00                     21460                    1.30390         
          33.10                     22947                    1.26401         
          33.20                     22889                    1.26651         
          33.30                     21858                    1.29476         
          33.40                     23921                    1.23268         
          33.50                     22794                    1.26739         
          33.60                     23696                    1.24163         
          33.70                     23978                    1.22948         
          33.80                     22136                    1.27749         
          33.90                     24324                    1.21469         
          34.00                     24802                    1.19684         
          34.10                     24920                    1.19479         
          34.20                     22472                    1.25675         
          34.30                     26494                    1.15397         
          34.40                     26567                    1.15325         
          34.50                     21051                    1.29475         
          34.60                     23379                    1.22405         
          34.70                     22762                    1.24061         
          34.80                     22343                    1.24595         
          34.90                     24403                    1.18907         
          35.00                     23749                    1.20809         
          35.10                     21328                    1.28041         
          35.20                     23064                    1.23247         
          35.30                     24171                    1.20081         
          35.40                     25793                    1.16242         
          35.50                     24289                    1.20005         
          35.60                     23820                    1.21307         
          35.70                     22891                    1.23714         
          35.80                     23227                    1.22916         
          35.90                     23259                    1.22825         
          36.00                     22212                    1.25791         
          36.10                     24009                    1.21058         
          36.20                     20119                    1.32907         
          36.30                     26845                    1.14602         
          36.40                     25650                    1.16562         
          36.50                     23044                    1.22661         
          36.60                     22488                    1.23353         
          36.70                     23483                    1.19998         
          36.80                     19860                    1.30091         
          36.90                     22036                    1.22562         
          37.00                     20329                    1.27926         
          37.10                     24668                    1.15898         
          37.20                     24475                    1.15505         
          37.30                     22410                    1.20098         
          37.40                     20527                    1.25528         
          37.50                     30595                    1.04134         
          37.60                     25773                    1.12077         
          37.70                     28248                    1.07175         
          37.80                     23360                    1.16980         
          37.90                     23736                    1.15907         
          38.00                     21904                    1.20598         
          38.10                     21654                    1.21531         
          38.20                     22331                    1.20025         
          38.30                     18546                    1.31949         
          38.40                     22862                    1.18811         
          38.50                     21157                    1.23193         
          38.60                     20407                    1.25946         
          38.70                     20270                    1.26462         
          38.80                     19332                    1.29452         
          38.90                     22342                    1.20446         
          39.00                     19662                    1.28581         
          39.10                     22803                    1.19355         
          39.20                     24791                    1.13753         
          39.30                     26711                    1.10274         
          39.40                     24198                    1.15545         
          39.50                     24620                    1.14340         
          39.60                     22570                    1.19190         
          39.70                     23465                    1.16943         
          39.80                     27284                    1.08878         
          39.90                     20395                    1.25631         
          40.00                     24051                    1.15591         
          40.10                     19136                    1.29814         
          40.20                     21462                    1.22233         
          40.30                     17126                    1.38214         
          40.40                     19801                    1.27795         
          40.50                     30199                    1.05070         
          40.60                     24294                    1.16366         
          40.70                     29817                    1.06211         
          40.80                     21983                    1.22841         
          40.90                     23655                    1.18140         
          41.00                     22804                    1.20273         
          41.10                     27268                    1.10471         
          41.20                     26319                    1.12864         
          41.30                     23047                    1.20677         
          41.40                     23510                    1.20105         
          41.50                     21959                    1.24555         
          41.60                     20418                    1.30235         
          41.70                     22583                    1.24029         
          41.80                     24411                    1.18861         
          41.90                     27371                    1.12324         
          42.00                     23041                    1.22375         
          42.10                     19286                    1.34731         
          42.20                     21792                    1.25443         
          42.30                     20129                    1.30344         
          42.40                     27908                    1.10406         
          42.50                     20610                    1.28355         
          42.60                     20275                    1.29060         
          42.70                     27217                    1.11337         
          42.80                     22423                    1.22225         
          42.90                     23976                    1.18573         
          43.00                     22794                    1.21519         
          43.10                     21563                    1.24926         
          43.20                     24904                    1.15932         
          43.30                     20226                    1.27777         
          43.40                     24235                    1.16947         
          43.50                     25115                    1.14722         
          43.60                     23936                    1.17421         
          43.70                     27355                    1.10514         
          43.80                     21196                    1.25634         
          43.90                     21537                    1.25190         
          44.00                     21068                    1.26417         
          44.10                     20653                    1.27447         
          44.20                     23731                    1.18844         
          44.30                     20796                    1.26927         
          44.40                     22167                    1.22698         
          44.50                     22675                    1.20523         
          44.60                     24453                    1.15941         
          44.70                     24219                    1.16088         
          44.80                     24280                    1.15765         
          44.90                     27045                    1.09990         
          45.00                     22109                    1.20948         
          45.10                     23432                    1.17230         
          45.20                     23424                    1.17238         
          45.30                     17280                    1.36734         
          45.40                     25110                    1.12809         
          45.50                     21637                    1.21590         
          45.60                     23145                    1.17489         
          45.70                     27189                    1.08501         
          45.80                     23421                    1.16038         
          45.90                     24575                    1.12924         
          46.00                     21442                    1.20330         
          46.10                     25297                    1.11015         
          46.20                     23425                    1.14046         
          46.30                     23694                    1.13257         
          46.40                     20826                    1.20440         
          46.50                     21795                    1.17291         
          46.60                     30861                    1.00007         
          46.70                     23761                    1.12372         
          46.80                     26364                    1.06710         
          46.90                     25201                    1.09106         
          47.00                     23177                    1.13504         
          47.10                     26798                    1.06264         
          47.20                     25259                    1.08636         
          47.30                     28440                    1.03620         
          47.40                     20910                    1.18709         
          47.50                     19376                    1.22448         
          47.60                     21395                    1.16337         
          47.70                     27636                    1.03624         
          47.80                     23332                    1.11545         
          47.90                     25094                    1.07641         
          48.00                     22376                    1.13026         
          48.10                     18829                    1.21972         
          48.20                     25932                    1.04933         
          48.30                     22827                    1.10990         
          48.40                     21102                    1.15388         
          48.50                     27719                    1.01798         
          48.60                     25102                    1.06692         
          48.70                     24304                    1.08131         
          48.80                     18687                    1.22756         
          48.90                     23178                    1.10916         
          49.00                     25492                    1.06725         
          49.10                     17486                    1.27637         
          49.20                     17859                    1.26218         
          49.30                     17756                    1.26333         
          49.40                     17995                    1.25426         
          49.50                     24015                    1.08508         
          49.60                     21083                    1.15253         
          49.70                     21653                    1.13476         
          49.80                     18300                    1.23964         
          49.90                     23891                    1.09575         
