           tauB                     NinLC                      phiL          
          16.50                     29783                    1.48051         
          16.60                     30016                    1.46920         
          16.70                     29894                    1.47328         
          16.80                     29399                    1.48650         
          16.90                     29303                    1.48629         
          17.00                     30499                    1.44689         
          17.10                     27848                    1.52758         
          17.20                     28565                    1.50286         
          17.30                     30630                    1.43369         
          17.40                     29725                    1.45607         
          17.50                     29114                    1.47848         
          17.60                     28299                    1.50858         
          17.70                     29157                    1.48224         
          17.80                     29452                    1.47226         
          17.90                     29140                    1.48434         
          18.00                     29015                    1.49024         
          18.10                     29209                    1.48322         
          18.20                     29747                    1.46505         
          18.30                     27786                    1.52483         
          18.40                     28356                    1.50611         
          18.50                     28238                    1.50852         
          18.60                     28331                    1.50449         
          18.70                     29763                    1.45972         
          18.80                     28238                    1.50439         
          18.90                     29812                    1.45542         
          19.00                     30053                    1.44953         
          19.10                     28255                    1.50454         
          19.20                     30249                    1.44163         
          19.30                     29579                    1.46273         
          19.40                     29710                    1.46011         
          19.50                     28781                    1.48673         
          19.60                     29598                    1.45895         
          19.70                     28408                    1.49412         
          19.80                     30997                    1.41267         
          19.90                     29278                    1.46016         
          20.00                     28935                    1.46529         
          20.10                     29959                    1.43441         
          20.20                     27756                    1.50372         
          20.30                     29313                    1.45310         
          20.40                     28168                    1.48904         
          20.50                     28857                    1.47231         
          20.60                     28386                    1.48881         
          20.70                     28251                    1.48773         
          20.80                     27561                    1.50971         
          20.90                     28599                    1.47418         
          21.00                     28009                    1.48821         
          21.10                     26996                    1.52513         
          21.20                     27865                    1.50032         
          21.30                     28173                    1.49132         
          21.40                     27606                    1.51038         
          21.50                     27530                    1.50972         
          21.60                     28230                    1.48328         
          21.70                     28497                    1.47316         
          21.80                     28901                    1.45473         
          21.90                     27827                    1.48578         
          22.00                     28490                    1.46816         
          22.10                     28086                    1.47853         
          22.20                     29010                    1.45420         
          22.30                     29351                    1.44369         
          22.40                     28142                    1.48435         
          22.50                     26733                    1.53230         
          22.60                     28046                    1.48025         
          22.70                     29667                    1.42930         
          22.80                     28217                    1.47720         
          22.90                     28965                    1.45540         
          23.00                     28216                    1.48070         
          23.10                     27801                    1.49184         
          23.20                     30113                    1.42333         
          23.30                     27614                    1.50257         
          23.40                     27783                    1.49973         
          23.50                     28228                    1.48553         
          23.60                     28282                    1.48539         
          23.70                     27921                    1.49527         
          23.80                     26825                    1.52915         
          23.90                     27859                    1.49343         
          24.00                     28912                    1.45856         
          24.10                     29252                    1.44879         
          24.20                     29270                    1.44281         
          24.30                     28319                    1.47202         
          24.40                     28876                    1.44966         
          24.50                     29498                    1.43395         
          24.60                     27581                    1.49336         
          24.70                     28120                    1.47145         
          24.80                     27975                    1.47649         
          24.90                     26559                    1.52493         
          25.00                     28681                    1.44971         
          25.10                     26343                    1.52847         
          25.20                     27090                    1.50036         
          25.30                     27697                    1.47989         
          25.40                     28227                    1.46216         
          25.50                     28687                    1.44577         
          25.60                     29154                    1.42546         
          25.70                     29419                    1.41469         
          25.80                     29426                    1.41501         
          25.90                     27775                    1.46857         
          26.00                     27743                    1.47442         
          26.10                     27880                    1.47176         
          26.20                     26335                    1.52912         
          26.30                     26684                    1.51780         
          26.40                     26302                    1.52955         
          26.50                     25757                    1.54808         
          26.60                     27640                    1.48298         
          26.70                     27843                    1.47958         
          26.80                     27581                    1.48935         
          26.90                     27927                    1.47958         
          27.00                     28076                    1.47677         
          27.10                     28627                    1.45901         
          27.20                     27089                    1.50567         
          27.30                     28069                    1.47500         
          27.40                     26623                    1.52717         
          27.50                     25781                    1.55783         
          27.60                     26564                    1.52817         
          27.70                     26369                    1.53993         
          27.80                     26540                    1.53492         
          27.90                     27393                    1.50344         
          28.00                     26661                    1.52752         
          28.10                     25955                    1.55305         
          28.20                     27471                    1.49878         
          28.30                     25946                    1.55312         
          28.40                     25748                    1.56169         
          28.50                     26711                    1.52821         
          28.60                     26931                    1.52270         
          28.70                     27101                    1.51793         
          28.80                     26994                    1.52042         
          28.90                     26444                    1.53809         
          29.00                     27837                    1.48490         
          29.10                     26987                    1.50681         
          29.20                     26570                    1.51973         
          29.30                     28386                    1.45595         
          29.40                     27001                    1.50463         
          29.50                     27720                    1.48657         
          29.60                     26434                    1.53454         
          29.70                     27938                    1.47974         
          29.80                     27552                    1.49239         
          29.90                     26908                    1.51561         
          30.00                     28667                    1.45851         
          30.10                     27339                    1.49765         
          30.20                     27348                    1.49633         
          30.30                     27529                    1.49511         
          30.40                     26579                    1.52675         
          30.50                     26587                    1.52187         
          30.60                     27299                    1.49476         
          30.70                     27953                    1.47512         
          30.80                     27834                    1.47878         
          30.90                     28644                    1.45211         
          31.00                     28120                    1.46997         
          31.10                     27162                    1.50183         
          31.20                     27988                    1.47292         
          31.30                     27310                    1.49527         
          31.40                     28244                    1.46294         
          31.50                     27851                    1.47577         
          31.60                     26287                    1.52609         
          31.70                     28658                    1.44640         
          31.80                     25814                    1.53935         
          31.90                     26520                    1.51339         
          32.00                     26466                    1.51383         
          32.10                     26728                    1.50282         
          32.20                     27217                    1.48537         
          32.30                     27582                    1.47044         
          32.40                     27477                    1.46826         
          32.50                     27996                    1.44835         
          32.60                     27626                    1.45970         
          32.70                     28597                    1.42740         
          32.80                     27158                    1.46934         
          32.90                     27711                    1.44414         
          33.00                     27270                    1.45979         
          33.10                     27135                    1.45973         
          33.20                     26772                    1.46592         
          33.30                     25895                    1.49099         
          33.40                     25120                    1.51756         
          33.50                     26699                    1.46493         
          33.60                     27835                    1.42814         
          33.70                     27039                    1.45511         
          33.80                     28374                    1.42012         
          33.90                     26342                    1.49110         
          34.00                     27548                    1.45253         
          34.10                     25244                    1.53336         
          34.20                     27408                    1.45050         
          34.30                     26537                    1.47860         
          34.40                     25385                    1.51880         
          34.50                     24847                    1.53691         
          34.60                     26717                    1.47056         
          34.70                     27184                    1.45616         
          34.80                     27034                    1.46569         
          34.90                     24238                    1.57030         
          35.00                     26706                    1.47838         
          35.10                     26077                    1.50349         
          35.20                     25177                    1.53535         
          35.30                     25821                    1.51218         
          35.40                     26307                    1.49311         
          35.50                     25824                    1.50781         
          35.60                     25465                    1.52165         
          35.70                     25910                    1.50769         
          35.80                     26789                    1.47568         
          35.90                     24878                    1.54162         
          36.00                     26105                    1.49705         
          36.10                     28426                    1.42182         
          36.20                     26806                    1.47102         
          36.30                     25917                    1.50358         
          36.40                     27650                    1.44572         
          36.50                     26962                    1.46881         
          36.60                     26239                    1.49468         
          36.70                     26615                    1.47776         
          36.80                     27635                    1.44406         
          36.90                     24790                    1.54808         
          37.00                     24281                    1.57411         
          37.10                     26059                    1.50692         
          37.20                     26240                    1.49814         
          37.30                     26758                    1.47381         
          37.40                     26426                    1.47757         
          37.50                     26477                    1.47116         
          37.60                     25150                    1.51057         
          37.70                     25685                    1.48749         
          37.80                     25044                    1.50969         
          37.90                     25972                    1.47437         
          38.00                     27441                    1.42074         
          38.10                     25746                    1.47528         
          38.20                     26085                    1.46245         
          38.30                     26771                    1.43532         
          38.40                     25233                    1.48502         
          38.50                     24973                    1.48945         
          38.60                     24810                    1.48843         
          38.70                     25607                    1.45369         
          38.80                     27254                    1.39634         
          38.90                     25679                    1.43657         
          39.00                     24851                    1.45941         
          39.10                     24954                    1.45060         
          39.20                     26948                    1.38835         
          39.30                     26030                    1.42341         
          39.40                     23585                    1.51328         
          39.50                     25232                    1.45269         
          39.60                     23798                    1.50086         
          39.70                     24030                    1.49065         
          39.80                     26132                    1.41608         
          39.90                     25870                    1.42154         
          40.00                     24385                    1.46655         
          40.10                     24731                    1.44987         
          40.20                     25021                    1.43744         
          40.30                     24556                    1.45130         
          40.40                     24041                    1.46476         
          40.50                     24202                    1.45689         
          40.60                     25563                    1.40475         
          40.70                     26306                    1.37571         
          40.80                     24149                    1.44607         
          40.90                     26895                    1.35668         
          41.00                     24532                    1.43369         
          41.10                     24397                    1.43889         
          41.20                     22822                    1.50454         
          41.30                     21626                    1.56395         
          41.40                     21819                    1.56062         
          41.50                     21593                    1.57530         
          41.60                     21409                    1.58476         
          41.70                     22949                    1.51304         
          41.80                     23316                    1.49866         
          41.90                     23499                    1.49256         
          42.00                     22779                    1.52210         
          42.10                     23031                    1.50898         
          42.20                     24389                    1.46157         
          42.30                     23778                    1.48693         
          42.40                     23826                    1.48125         
          42.50                     23174                    1.50572         
          42.60                     23441                    1.49971         
          42.70                     23180                    1.51082         
          42.80                     23730                    1.49217         
          42.90                     24184                    1.47726         
          43.00                     23967                    1.48529         
          43.10                     24414                    1.47156         
          43.20                     24752                    1.45714         
          43.30                     24309                    1.47014         
          43.40                     23029                    1.51754         
          43.50                     23779                    1.48516         
          43.60                     23054                    1.51466         
          43.70                     23408                    1.49564         
          43.80                     21609                    1.57325         
          43.90                     21691                    1.56977         
          44.00                     22866                    1.51931         
          44.10                     23188                    1.50437         
          44.20                     23411                    1.48964         
          44.30                     23630                    1.47562         
          44.40                     24213                    1.44330         
          44.50                     23549                    1.46377         
          44.60                     24195                    1.43745         
          44.70                     25074                    1.40518         
          44.80                     23556                    1.45855         
          44.90                     23990                    1.44554         
          45.00                     22651                    1.49938         
          45.10                     23570                    1.46350         
          45.20                     24017                    1.44971         
          45.30                     22848                    1.49257         
          45.40                     23070                    1.49096         
          45.50                     22726                    1.50862         
          45.60                     21592                    1.55741         
          45.70                     23376                    1.48082         
          45.80                     26232                    1.37855         
          45.90                     23833                    1.45601         
          46.00                     23024                    1.48489         
          46.10                     24499                    1.43008         
          46.20                     23433                    1.46453         
          46.30                     23574                    1.45617         
          46.40                     24866                    1.40981         
          46.50                     25186                    1.39757         
          46.60                     25796                    1.38275         
          46.70                     23609                    1.45459         
          46.80                     24540                    1.41831         
          46.90                     22503                    1.49196         
          47.00                     23544                    1.45083         
          47.10                     24609                    1.41454         
          47.20                     22289                    1.49882         
          47.30                     23846                    1.43789         
          47.40                     25076                    1.39005         
          47.50                     23162                    1.44578         
          47.60                     26590                    1.33621         
          47.70                     23824                    1.41914         
          47.80                     22140                    1.48413         
          47.90                     23122                    1.44207         
          48.00                     21797                    1.49328         
          48.10                     22030                    1.48504         
          48.20                     22601                    1.46509         
          48.30                     22230                    1.47861         
          48.40                     21240                    1.51874         
          48.50                     22123                    1.48108         
          48.60                     26202                    1.34495         
          48.70                     21861                    1.49668         
          48.80                     21451                    1.51926         
          48.90                     22721                    1.47560         
          49.00                     21712                    1.51380         
          49.10                     22698                    1.47076         
          49.20                     23510                    1.44059         
          49.30                     21756                    1.50822         
          49.40                     24558                    1.40002         
          49.50                     24098                    1.41192         
          49.60                     24862                    1.38598         
          49.70                     22583                    1.46495         
          49.80                     25014                    1.37736         
          49.90                     23972                    1.40991         
